price,unit,location,bedrooms,baths,state 
"80,000",per Year, oriade osun,1 bed, bath,
"120,000",per Year, obudu cross river,1 bed, bath,
"180,000",per Year, esan south east edo,3 bed, bath,
"240,000,000",per Year, warri delta,2 bed, bath,
"200,000",per Year, port harcourt rivers,2 bed, bath,
"120,000",per Year, ogoja cross river,1 bed, bath,
"200,000",per Year, kudan kaduna,2 bed, bath,
"80,000",per Year, riyom plateau,1 bed, bath,
"700,000",per Year, oyi anambra,3 bed, bath,
"180,000",per Year, remo north ogun,1 bed, bath,
"10,000",per Year, ewekoro ogun,0 bed, bath,
"200,000",per Year, ogun waterside ogun,2 bed, bath,
"800,000",per Year, oyigbo rivers,2 bed, bath,
"12,000",per Year, oyigbo rivers,0 bed, bath,
"12,000",per Year, okirika rivers,0 bed, bath,
"300,000",per Year, surulere(oyo) oyo,2 bed, bath,
"500,000",per Year, dawakin tofa kano,3 bed, bath,
"200,000",per Year, bekwara cross river,2 bed, bath,
"120,000",per Year, akamkpa cross river,1 bed, bath,
"20,000",per Year, eleme rivers,0 bed, bath,
"120,000",per Year, jos south plateau,2 bed, bath,
"180,000",per Year, orhionwon edo,3 bed, bath,
"500,000",per Year, eleme rivers,3 bed, bath,
"500,000",per Year, khana rivers,3 bed, bath,
"200,000",per Year, egbeda oyo,1 bed, bath,
"500,000",per Year, irepo oyo,3 bed, bath,
"10,000",per Year, remo north ogun,0 bed, bath,
"380,000",per Year, ijebu ogun,2 bed, bath,
"300,000",per Year, arepo ogun,3 bed, bath,
"150,000",per Year, agbara igbesa ogun,2 bed, bath,
"1,800,000",per Year, asari toru rivers,3 bed, bath,
"600,000",per Year, asari toru rivers,3 bed, bath,
"80,000",per Year, barikin ladi plateau,1 bed, bath,
"120,000",per Year, orhionwon edo,2 bed, bath,
"20,000",per Year, ikwerre rivers,0 bed, bath,
"80,000",per Year, esan south east edo,1 bed, bath,
"120,000",per Year, bokkos plateau,2 bed, bath,
"80,000",per Year, orhionwon edo,1 bed, bath,
"300,000",per Year, nnewi south anambra,2 bed, bath,
"80,000",per Year, ethiope east delta,0 bed, bath,
"250,000",per Year, ika north east delta,3 bed, bath,
"80,000",per Year, abi cross river,0 bed, bath,
"200,000",per Year, bichi kano,3 bed, bath,
"420,000",per Year, biase cross river,2 bed, bath,
"65,000",per Year, ukwa west abia,0 bed, bath,
"80,000",per Year, dawakin tofa kano,0 bed, bath,
"80,000",per Year, mbaitoli imo,0 bed, bath,
"80,000",per Year, nkanu east enugu,0 bed, bath,
"80,000",per Year, kura kano,0 bed, bath,
"65,000",per Year, arochukwu abia,0 bed, bath,
"100,000",per Year, kanam plateau,3 bed, bath,
"700,000",per Year, oji river enugu,3 bed, bath,
"650,000",per Year, ngwa abia,4 bed, bath,
"700,000",per Year, igbo ekiti enugu,3 bed, bath,
"300,000",per Year, oguta imo,2 bed, bath,
"200,000",per Year, rogo kano,3 bed, bath,
"100,000",per Year, riyom plateau,3 bed, bath,
"65,000",per Year, langtang north plateau,0 bed, bath,
"650,000",per Year, bende abia,4 bed, bath,
"200,000",per Year, kunchi kano,3 bed, bath,
"650,000",per Year, umuahia south abia,4 bed, bath,
"300,000",per Year, etung cross river,2 bed, bath,
"800,000",per Year, udenu enugu,2 bed, bath,
"80,000",per Year, ihitte uboma imo,0 bed, bath,
"80,000",per Year, enugu enugu,0 bed, bath,
"80,000",per Year, nsukka enugu,0 bed, bath,
"65,000",per Year, wase plateau,0 bed, bath,
"80,000",per Year, etung cross river,0 bed, bath,
"420,000",per Year, obudu cross river,2 bed, bath,
"800,000",per Year, isi uzo enugu,2 bed, bath,
"650,000",per Year, bende abia,4 bed, bath,
"650,000",per Year, isuikwato abia,4 bed, bath,
"1,200,000",per Year, gra magodo kosofe ikosi lagos,2 bed,2 bath,
"300,000",per Year, iyanu odo igando ikotun igando lagos,2 bed,2 bath,
"350,000",per Year, hotel bus stop igando ikotun igando lagos,2 bed,2 bath,
"500,000",per Year, greenland estate igando ikotun igando lagos,3 bed,2 bath,
"500,000",per Year, tejumola estate egbeda alimosho lagos,2 bed,2 bath,
"600,000",per Year, tejumola estate egbeda alimosho lagos,3 bed,3 bath,
"400,000",per Year, - egbeda alimosho lagos,2 bed,2 bath,
"300,000",per Year, - egbeda alimosho lagos,2 bed,2 bath,
"500,000",per Year, - egbeda alimosho lagos,3 bed,2 bath,
"12,000,000",per Year, along marine road apapa g.r.a apapa lagos,10 bed,10 bath,
"700,000",per Year, unity estate egbeda alimosho lagos,3 bed,3 bath,
"600,000",per Year, - egbeda alimosho lagos,3 bed,3 bath,
"400,000",per Year, iyanu odo igando ikotun igando lagos,2 bed,2 bath,
"400,000",per Year, iyanu odo igando ikotun igando lagos,3 bed,2 bath,
"180,000",per Year, lanre bus stop igando ikotun igando lagos,1 bed,1 bath,
"110,000",per Year, hotel bus stop igando ikotun igando lagos,1 bed,1 bath,
"160,000",per Year, lanre bus stop igando ikotun igando lagos,1 bed,1 bath,
"4,000,000",per Year, osapa lekki osapa london lekki lagos,4 bed,4 bath,
"1,200,000",per Year, ilaje ajah ajah lagos,2 bed,2 bath,
"2,500,000",per Year, osapa lekki osapa london lekki lagos,3 bed,3 bath,
"3,500,000",per Year, chevy view estate lekki lekki lagos,4 bed,4 bath,
"6,000,000",per Year, save court estate ikate lekki lagos ikate lekki lagos,4 bed,4 bath,
"2,300,000",per Year, osapa lekki lagos osapa london lekki lagos,3 bed,3 bath,
"5,500,000",per Year, osapa lekki lagos osapa london lekki lagos,5 bed,5 bath,
"1,300,000",per Year, mobil estate ajah lagos ajah lagos,3 bed,3 bath,
"4,000,000",per Year, chevy view estate chevron lekki lagos chevron lekki lagos,5 bed,5 bath,
"1,400,000",per Year, mobil road ajah lagos,3 bed,3 bath,
"2,000,000",per Year, - agungi lekki lagos,3 bed,3 bath,
"750,000",per Year," rivers park estate, fha lugbe abuja",2 bed,3 bath,
"150,000",per Year, egan road igando ikotun igando lagos,1 bed,1 bath,
"150,000",per Year, ajaguna area off isuti road igando ikotun igando lagos,1 bed,1 bath,
"1,600,000",per Year, off ayo-alabi str. oke ira ogba lagos,5 bed,5 bath,
"2,500,000",per Year, planet one maryland lagos,3 bed,3 bath,
"160,000",per Year," eleshinmeta, after elere area apata ibadan oyo",3 bed,2 bath,
"450,000",per Year, iwaya onike yaba lagos,1 bed,1 bath,
"350,000",per Year, iwaya onike yaba lagos,1 bed,1 bath,
"600,000",per Year, - idado lekki lagos,4 bed,4 bath,
"400,000",per Year, lekki county road ikota lekki lagos,4 bed,4 bath,
"300,000",per Year, iwaya onike yaba lagos,1 bed,1 bath,
"300,000",per Year, oshongun street alapere kosofe ikosi lagos,1 bed,2 bath,
"500,000",per Year, - graceland estate ajah lagos,1 bed,1 bath,
"250,000",per Year, alaja ayobo ipaja lagos,2 bed,2 bath,
"800,000",per Year, off agboyi road ogudu orike ogudu lagos,2 bed,2 bath,
"300,000",per Year, alapere ketu lagos,1 bed,1 bath,
"3,000,000",per Year, oluwanisola estate chevron lekki lagos,3 bed,3 bath,
"300,000",per Year, malami express oluyole estate ibadan oyo,2 bed,3 bath,
"550,000",per Year, - oluyole estate ibadan oyo,3 bed,3 bath,
"250,000",per Year, by apata market apata ibadan oyo,3 bed,3 bath,
"500,000",per Year," off pako field, akowonjo alimosho lagos",3 bed,3 bath,
"450,000",per Year," near federal secretariat, tudun wada. jos north plateau",2 bed,3 bath,
"500,000",per Year, - mangoro ikeja lagos,2 bed,2 bath,
"750,000",per Year, - mangoro ikeja lagos,3 bed,4 bath,
"150,000",per Year, off ekoro junction abule egba abule egba lagos,1 bed,1 bath,
"200,000",per Year, egbeda dopemu akowonjo dopemu alimosho lagos,1 bed,1 bath,
"1,200,000",per Year, near hill station hotels. jos north plateau,3 bed,4 bath,
"300,000",per Year, dopemu egbeda akowonjo dopemu alimosho lagos,1 bed,1 bath,
"480,000",per Year, egbeda akowonjo dopemu dopemu alimosho lagos,2 bed,3 bath,
"590,000",per Year, egbeda akowonjo dopemu dopemu alimosho lagos,3 bed,3 bath,
"360,000",per Year, akesan obadore igando ikotun igando lagos,3 bed,4 bath,
"200,000",per Year, akesan obadore igando ikotun igando lagos,1 bed,2 bath,
"330,000",per Year, akesan obadore igando ikotun igando lagos,2 bed,3 bath,
"1,500,000",per Year, ikota lekki phase 2 lekki lagos,2 bed,2 bath,
"350,000",per Year, ekoro junction abule egba abule egba lagos,3 bed,4 bath,
"550,000",per Year, by jones allen opebi toyin allen avenue ikeja lagos,1 bed,1 bath,
"850,000",per Year, by jones allen opebi toyin allen avenue ikeja lagos,1 bed,2 bath,
"1,900,000",per Year, by allen jones toyin opebi allen avenue ikeja lagos,2 bed,3 bath,
"2,200,000",per Year, by allen jone toyin opebi allen avenue ikeja lagos,3 bed,4 bath,
"6,000,000",per Year, probyn bourdillon ikoyi lagos,4 bed,4 bath,
"320,000",per Year, - airport road(ikeja) ikeja lagos,1 bed,1 bath,
"500,000",per Year, - airport road(ikeja) ikeja lagos,1 bed,1 bath,
"650,000",per Year, - airport road(ikeja) ikeja lagos,2 bed,2 bath,
"200,000",per Year, off oyatogun str. oke ira ogba lagos,1 bed,1 bath,
"900,000",per Year, - airport road(ikeja) ikeja lagos,3 bed,4 bath,
"270,000",per Year, ogba ikeja ajayi road ogba lagos,1 bed,1 bath,
"350,000",per Year, - ajayi road ogba lagos,1 bed,1 bath,
"350,000",per Year, meiran ile iwe abule egba abule egba lagos,3 bed,2 bath,
"500,000",per Year, ogba ikeja ajayi road ogba lagos,2 bed,3 bath,
"1,100,000",per Year, lekki palm view estate off lekki epe expressway ajah lagos,2 bed,2 bath,
"1,000,000",per Year, - ifako gbagada gbagada lagos,2 bed,3 bath,
"500,000",per Year, pako akowonjo alimosho lagos,3 bed,3 bath,
"700,000",per Year, ogba ikeja ajayi road ogba lagos,3 bed,3 bath,
"550,000",per Year, - akowonjo alimosho lagos,2 bed,2 bath,
"270,000",per Year, orile agege iyana ipaja dopemu agege agege lagos,1 bed,1 bath,
"1,300,000",per Year," kunle street, magodo shagisha phase 2gra magodo shangisha kosofe ikosi lagos",2 bed,2 bath,
"400,000",per Year, - orile agege agege lagos,2 bed,3 bath,
"500,000",per Year, - agege agege lagos,3 bed,3 bath,
"170,000",per Year, shasha akowonjo shasha alimosho lagos,1 bed,1 bath,
"300,000",per Year, shasha akowonjo shasha alimosho lagos,1 bed,1 bath,
"100,000",per Year, adetola aguda surulere lagos,1 bed,1 bath,
"420,000",per Year, shasha akowonjo shasha alimosho lagos,2 bed,3 bath,
"550,000",per Year, shasha coker estate shasha alimosho lagos,3 bed,3 bath,
"700,000",per Year, egbeda akowonjo alimosho lagos,3 bed,3 bath,
"250,000",per Year, dopemu cement agege lagos,1 bed,1 bath,
"300,000",per Year, dopemu cement agege lagos,1 bed,1 bath,
"420,000",per Year, dopemu cement agege lagos,2 bed,3 bath,
"650,000",per Year, dopemu cement agege lagos,3 bed,3 bath,
"450,000",per Year, - agungi lekki lagos,0 bed,1 bath,
"900,000",per Year, gra phase 2 magodo shangisha kosofe ikosi lagos,2 bed,2 bath,
"400,000",per Year, - adeoyo ibadan oyo,0 bed,0 bath,
"300,000",per Year, by sharp corner oluyole estate ibadan oyo,0 bed,0 bath,
"850,000",per Year, ogoyo estate off mobil road ilaje ajah lagos,2 bed,2 bath,
"750,000",per Year," newroad, opposite chevron lekki lagos",1 bed,1 bath,
"600,000",per Year, baruwa ijesha surulere lagos,1 bed,1 bath,
"1,500,000",per Year, general hospital road soluyi gbagada lagos,3 bed,2 bath,
"1,200,000",per Year," gade street, off 2nd avenue gwarinpa abuja",2 bed,2 bath,
"1,100,000",per Year, road 4 lekki garden lekki gardens estate ajah lagos,2 bed,3 bath,
"550,000",per Year, private estate arepo arepo ogun,2 bed,2 bath,
"750,000",per Year, caterpillar off tfc ogba bus stop ogba lagos,2 bed,3 bath,
"400,000",per Year, - capitol agege lagos,2 bed,3 bath,
"850,000",per Year, marshyhill estate ado ajah lagos,3 bed,3 bath,
"600,000",per Year," omole ph.2,estate. ikeja lagos",1 bed,1 bath,
"3,000,000",per Year, off freedom way lekki phase 1 lekki lagos,2 bed,2 bath,
"450,000",per Year, - oko oba agege lagos,2 bed,2 bath,
"500,000",per Year, saki close osapa london lekki lagos,1 bed,1 bath,
"80,000",per Year, asaba delta,0 bed, bath,
"700,000",per Year, ekwusigo anambra,3 bed, bath,
70,per Year, edu kwara,0 bed, bath,
"170,000",per Year, isiala mbano imo,1 bed, bath,
"500,000",per Year, tofa kano,3 bed, bath,
"500,000",per Year, ado odo ota ogun,3 bed, bath,
"200,000",per Year, obafemi owode ogun,2 bed, bath,
"200,000",per Year, ogun waterside ogun,2 bed, bath,
"200,000",per Year, ifo ogun,2 bed, bath,
"200,000",per Year, ogun waterside ogun,2 bed, bath,
"180,000",per Year, abeokuta ogun,1 bed, bath,
"180,000",per Year, egbeda oyo,3 bed, bath,
"180,000",per Year, ibarapa oyo,3 bed, bath,
"12,000",per Year, tai rivers,0 bed, bath,
"100,000",per Year, kunchi kano,1 bed, bath,
"80,000",per Year, ola oluwa osun,1 bed, bath,
"250,000",per Year, okigwe imo,2 bed, bath,
"1,200,000",per Year, ogbaru anambra,0 bed, bath,
"3,600,000",per Year, omuma rivers,2 bed, bath,
"500,000",per Year, mallam kano,3 bed, bath,
"100,000",per Year, tsanyawa kano,1 bed, bath,
"100,000",per Year, udenu enugu,1 bed, bath,
"200,000",per Year, nkanu enugu,2 bed, bath,
"400,000",per Year, ika north east delta,3 bed, bath,
"200,000",per Year, ila osun,2 bed, bath,
"200,000",per Year, shendam plateau,3 bed, bath,
"120,000",per Year, ovia south east edo,2 bed, bath,
"120,000",per Year, esan central edo,2 bed, bath,
"120,000",per Year, pankshin plateau,2 bed, bath,
"80,000",per Year, isoko north delta,0 bed, bath,
"1,800,000",per Year, okirika rivers,3 bed, bath,
"1,000,000",per Year, andoni rivers,3 bed, bath,
"100,000",per Year, kunchi kano,1 bed, bath,
"80,000",per Year, ife south osun,1 bed, bath,
"350,000",per Year, ekwusigo anambra,3 bed, bath,
"100,000",per Year, remo north ogun,1 bed, bath,
"300,000",per Year, abeokuta ogun,3 bed, bath,
"300,000",per Year, akinyele oyo,2 bed, bath,
"500,000",per Year, khana rivers,3 bed, bath,
"450,000",per Year, port harcourt rivers,2 bed, bath,
"170,000",per Year, kabo kano,2 bed, bath,
"100,000",per Year, garum kano,1 bed, bath,
"500,000",per Year, yewa ogun,3 bed, bath,
"300,000",per Year, ifo ogun,3 bed, bath,
"170,000",per Year, orsu imo,1 bed, bath,
"20,000",per Year, akuku toru rivers,0 bed, bath,
"200,000",per Year, ogun waterside ogun,2 bed, bath,
"200,000",per Year, ido oyo,1 bed, bath,
"180,000",per Year, akinyele oyo,3 bed, bath,
"300,000",per Year, oyo oyo,4 bed, bath,
"100,000",per Year, isi uzo enugu,1 bed, bath,
"120,000",per Year, isuikwato abia,2 bed, bath,
"200,000",per Year, mangu plateau,3 bed, bath,
"200,000",per Year, biase cross river,2 bed, bath,
"200,000",per Year, odo otin osun,2 bed, bath,
"120,000",per Year, aba abia,2 bed, bath,
"500,000",per Year, kura kano,3 bed, bath,
"500,000",per Year, nasarawa kano,3 bed, bath,
"200,000",per Year, boki cross river,2 bed, bath,
"80,000",per Year, ugwunagbo abia,1 bed, bath,
"80,000",per Year, ovia south east edo,1 bed, bath,
"1,200,000",per Year, dunukofia anambra,0 bed, bath,
"150,000",per Year, warri central delta,1 bed, bath,
"3,600,000",per Year, obio akpor rivers,2 bed, bath,
"170,000",per Year, oru east imo,1 bed, bath,
"170,000",per Year, bebeji kano,2 bed, bath,
"300,000",per Year, akpabuyo cross river,3 bed, bath,
"120,000",per Year, abi cross river,1 bed, bath,
"100,000",per Year, arepo ogun,1 bed, bath,
"10,000",per Year, ado odo ota ogun,0 bed, bath,
"500,000",per Year, afijio oyo,3 bed, bath,
"300,000",per Year, ibarapa oyo,4 bed, bath,
"120,000",per Year, obanliku cross river,1 bed, bath,
"180,000",per Year, akinyele oyo,3 bed, bath,
"300,000",per Year, akinyele oyo,4 bed, bath,
"200,000",per Year, oyo oyo,1 bed, bath,
"500,000",per Year, atisbo oyo,3 bed, bath,
"450,000",per Year, ikwerre rivers,2 bed, bath,
"150,000",per Year, eleme rivers,1 bed, bath,
"20,000",per Year, okirika rivers,0 bed, bath,
"120,000",per Year, calabar south cross river,1 bed, bath,
"170,000",per Year, ngor okpala imo,1 bed, bath,
"500,000",per Year, ibadan oyo,3 bed, bath,
"200,000",per Year, iseyin oyo,1 bed, bath,
"200,000",per Year, nsukka enugu,2 bed, bath,
"200,000",per Year, wase plateau,3 bed, bath,
"300,000",per Year, yewa ogun,3 bed, bath,
"10,000",per Year, arepo ogun,0 bed, bath,
"3,600,000",per Year, degema rivers,2 bed, bath,
"12,000",per Year, port harcourt rivers,0 bed, bath,
"100,000",per Year, enugu east enugu,1 bed, bath,
"100,000",per Year, nkanu east enugu,1 bed, bath,
"240,000,000",per Year, aniocha south delta,2 bed, bath,
"200,000",per Year, igboeze north enugu,2 bed, bath,
"60,000",per Year, ife east osun,0 bed, bath,
"700,000",per Year, oji river enugu,3 bed, bath,
"800,000",per Year, enugu south enugu,2 bed, bath,
"200,000",per Year, karaye kano,3 bed, bath,
"200,000",per Year, warawa kano,3 bed, bath,
"420,000",per Year, calabar south cross river,2 bed, bath,
"100,000",per Year, kanke plateau,3 bed, bath,
"65,000",per Year, barikin ladi plateau,0 bed, bath,
"80,000",per Year, nkwerre imo,0 bed, bath,
"80,000",per Year, wudil kano,0 bed, bath,
"80,000",per Year, nasarawa kano,0 bed, bath,
"60,000",per Year, ilesha east osun,0 bed, bath,
"300,000",per Year, calabar cross river,2 bed, bath,
"700,000",per Year, nsukka enugu,3 bed, bath,
"650,000",per Year, isuikwato abia,4 bed, bath,
"200,000",per Year, dawakin tofa kano,3 bed, bath,
"200,000",per Year, garum kano,3 bed, bath,
"65,000",per Year, wase plateau,0 bed, bath,
"700,000",per Year, oji river enugu,3 bed, bath,
"80,000",per Year, nsukka enugu,0 bed, bath,
"800,000",per Year, unilag estate.magodo isheri. ikeja lagos,2 bed,3 bath,
"3,000,000",per Year, saki close osapa london lekki lagos,4 bed,4 bath,
"1,500,000",per Year, greenville estate badore ajah lagos,4 bed,3 bath,
"650,000",per Year, community road akoka yaba lagos,2 bed,2 bath,
"800,000",per Year, off zone a 4 ogudu gra ogudu lagos,2 bed,3 bath,
"900,000",per Year," mobil road, ilaje v.g.c lekki lagos",2 bed,2 bath,
"800,000",per Year, - ado ajah lagos,2 bed,2 bath,
"1,200,000",per Year, ajayi bembe parkview estate ikoyi lagos,1 bed,1 bath,
"400,000",per Year," newroad, opposite chevron lekki lagos",0 bed,1 bath,
"1,200,000",per Year, gra phase 2 magodo shangisha kosofe ikosi lagos,2 bed,2 bath,
"1,200,000",per Year, shangisha community via gra phase 2 magodo shangisha kosofe ikosi lagos,2 bed,2 bath,
"750,000",per Year, via magodo gra phase 2 shangisha kosofe ikosi lagos,2 bed,2 bath,
"850,000",per Year, gra phase 2 magodo shangisha kosofe ikosi lagos,2 bed,2 bath,
"500,000",per Year, gra phase 2 magodo shangisha kosofe ikosi lagos,1 bed,1 bath,
"400,000",per Year, gra phase 2 magodo shangisha kosofe ikosi lagos,1 bed,1 bath,
"3,000,000",per Year, gra phase 2 magodo shangisha kosofe ikosi lagos,4 bed,4 bath,
"3,000,000",per Year, behind oshopey plaza allen avenue ikeja lagos,0 bed,0 bath,
"3,000,000",per Year, behinde oshopey plaza allen avenue ikeja lagos,0 bed,0 bath,
"600,000",per Year, victor olaiya aguda surulere surulere lagos,2 bed,2 bath,
"600,000",per Year, omole phase 2 berger ojodu lagos,1 bed,1 bath,
"4,000,000",per Year, harmony estate ifako gbagada gbagada lagos,4 bed,3 bath,
"1,200,000",per Year, magodo gra 2 magodo shangisha kosofe ikosi lagos,2 bed,2 bath,
"1,800,000",per Year, - agungi lekki lagos,3 bed,3 bath,
"600,000",per Year, - omole phase 2 ogba lagos,1 bed,1 bath,
"700,000",per Year, - ago palace okota lagos,2 bed,2 bath,
"1,000,000",per Year, bakare estate lekki lekki lagos,1 bed,1 bath,
"400,000",per Year, adegoke crescent off ogunlana surulere lagos,1 bed,1 bath,
"1,400,000",per Year, alhaji muritala animashaun street adelabu surulere lagos,3 bed,3 bath,
"42,000",per Year, agbede agric ikorodu lagos,1 bed,1 bath,
"450,000",per Year, baptist akobo ibadan oyo,3 bed,3 bath,
"350,000",per Year, baptist akobo ibadan oyo,2 bed,2 bath,
"1,800,000",per Year, - idishin ibadan oyo,4 bed,4 bath,
"250,000",per Year, kuola akala express ibadan oyo,3 bed,2 bath,
"450,000",per Year, . lawanson surulere lagos,1 bed,2 bath,
"350,000",per Year, oluyole main oluyole estate ibadan oyo,2 bed,2 bath,
"350,000",per Year, . kilo marsha surulere lagos,1 bed,1 bath,
"3,000,000",per Year," ago okota way, apple junction. amuwo odofin lagos",0 bed,0 bath,
"800,000",per Year, - ago palace okota lagos,2 bed,2 bath,
"600,000",per Year, kolapo ishola gra akobo ibadan oyo,3 bed,3 bath,
"750,000",per Year, ikolaba bodija ibadan oyo,3 bed,3 bath,
"250,000",per Year, williams estate oke ira ogba lagos,1 bed,1 bath,
"5,000,000",per Year, pinnock beach estate lekki lekki lagos,0 bed,0 bath,
"2,000,000",per Year, tunde abimbola magodo shangisha kosofe ikosi lagos,4 bed,5 bath,
"550,000",per Year, olive estate ago palace okota lagos,2 bed,2 bath,
"300,000",per Year, anambra east anambra,2 bed, bath,
120,per Year, anambra east anambra,1 bed, bath,
"350,000",per Year, ekwusigo anambra,3 bed, bath,
"120,000",per Year, awka north anambra,0 bed, bath,
"240,000,000",per Year, warri north delta,2 bed, bath,
"120,000",per Year, biase cross river,1 bed, bath,
"350,000",per Year, nkanu east enugu,3 bed, bath,
"500,000",per Year, abua odual rivers,3 bed, bath,
"300,000",per Year, ogbomosho oyo,4 bed, bath,
"20,000",per Year, ogu obolo rivers,0 bed, bath,
"500,000",per Year, ogun waterside ogun,3 bed, bath,
"100,000",per Year, yewa ogun,1 bed, bath,
"150,000",per Year, odogbolu ogun,2 bed, bath,
"100,000",per Year, arepo ogun,1 bed, bath,
"300,000",per Year, abeokuta ogun,3 bed, bath,
"180,000",per Year, itesiwaju oyo,3 bed, bath,
"450,000",per Year, akuku toru rivers,2 bed, bath,
"180,000",per Year, ado odo ota ogun,1 bed, bath,
"20,000",per Year, ikwerre rivers,0 bed, bath,
"350,000",per Year, aninri enugu,3 bed, bath,
"200,000",per Year, pankshin plateau,3 bed, bath,
"80,000",per Year, egor edo,1 bed, bath,
"200,000",per Year, enugu east enugu,2 bed, bath,
"600,000",per Year, ogu obolo rivers,3 bed, bath,
"170,000",per Year, dala kano,2 bed, bath,
"120,000",per Year, ugwunagbo abia,2 bed, bath,
"200,000",per Year, akinyele oyo,1 bed, bath,
"200,000",per Year, iwajowa oyo,1 bed, bath,
"800,000",per Year, port harcourt rivers,2 bed, bath,
"120,000",per Year, odubra cross river,1 bed, bath,
"80,000",per Year, esan central edo,1 bed, bath,
"120,000",per Year, wase plateau,2 bed, bath,
"1,000,000",per Year, okirika rivers,3 bed, bath,
"100,000",per Year, doguwa kano,1 bed, bath,
"700,000",per Year, anambra west anambra,3 bed, bath,
"350,000",per Year, kaduna north kaduna,3 bed, bath,
"240,000,000",per Year, ethiope east delta,2 bed, bath,
"120,000",per Year, ekwusigo anambra,0 bed, bath,
"180,000",per Year, akinyele oyo,3 bed, bath,
"100,000",per Year, ewekoro ogun,1 bed, bath,
"300,000",per Year, odogbolu ogun,3 bed, bath,
"100,000",per Year, abeokuta ogun,1 bed, bath,
"100,000",per Year, remo north ogun,1 bed, bath,
"200,000",per Year, ijebu ogun,2 bed, bath,
"100,000",per Year, sagamu ogun,1 bed, bath,
"200,000",per Year, remo north ogun,2 bed, bath,
"600,000",per Year, port harcourt rivers,3 bed, bath,
"200,000",per Year, remo north ogun,2 bed, bath,
"300,000",per Year, itesiwaju oyo,4 bed, bath,
"300,000",per Year, atisbo oyo,4 bed, bath,
"170,000",per Year, ikeduru imo,1 bed, bath,
"1,800,000",per Year, ahoada west rivers,3 bed, bath,
"1,800,000",per Year, okirika rivers,3 bed, bath,
"800,000",per Year, omuma rivers,2 bed, bath,
"300,000",per Year, yewa ogun,3 bed, bath,
"100,000",per Year, ijebu ogun,1 bed, bath,
"380,000",per Year, ado odo ota ogun,2 bed, bath,
"300,000",per Year, ogun waterside ogun,3 bed, bath,
"200,000",per Year, ikom cross river,2 bed, bath,
"300,000",per Year, calabar municipality cross river,3 bed, bath,
"120,000",per Year, etung cross river,1 bed, bath,
"180,000",per Year, ukpoba edo,3 bed, bath,
"350,000",per Year, anaocha anambra,3 bed, bath,
"120,000",per Year, calabar municipality cross river,1 bed, bath,
"80,000",per Year, mikang plateau,1 bed, bath,
"80,000",per Year, etsako east edo,1 bed, bath,
"200,000",per Year, makarfi kaduna,2 bed, bath,
"200,000",per Year, iwajowa oyo,1 bed, bath,
"100,000",per Year, remo north ogun,1 bed, bath,
"250,000",per Year, ideato north imo,2 bed, bath,
"80,000",per Year, ife south osun,1 bed, bath,
"120,000",per Year, etsako central edo,2 bed, bath,
"120,000",per Year, mangu plateau,2 bed, bath,
"80,000",per Year, central edo,1 bed, bath,
"80,000",per Year, ukwa east abia,1 bed, bath,
"1,200,000",per Year, anambra west anambra,0 bed, bath,
"120,000",per Year, oredo edo,2 bed, bath,
"80,000",per Year, shendam plateau,1 bed, bath,
"80,000",per Year, ila osun,1 bed, bath,
"380,000",per Year, remo north ogun,2 bed, bath,
"100,000",per Year, ogun waterside ogun,1 bed, bath,
"300,000",per Year, yewa ogun,3 bed, bath,
"300,000",per Year, ijebu ogun,3 bed, bath,
"100,000",per Year, odogbolu ogun,1 bed, bath,
"3,600,000",per Year, asari toru rivers,2 bed, bath,
"500,000",per Year, yewa ogun,3 bed, bath,
"380,000",per Year, ewekoro ogun,2 bed, bath,
"100,000",per Year, sagamu ogun,1 bed, bath,
"500,000",per Year, arepo ogun,3 bed, bath,
"100,000",per Year, arepo ogun,1 bed, bath,
"500,000",per Year, nasarawa kano,3 bed, bath,
"80,000",per Year, ife north osun,1 bed, bath,
"350,000",per Year, enugu south enugu,3 bed, bath,
"120,000",per Year, isiala ngwa north abia,2 bed, bath,
"450,000",per Year, obio akpor rivers,2 bed, bath,
"500,000",per Year, abeokuta ogun,3 bed, bath,
"1,000,000",per Year, ikwerre rivers,3 bed, bath,
"3,600,000",per Year, bonny rivers,2 bed, bath,
"300,000",per Year, yewa ogun,3 bed, bath,
"500,000",per Year, abeokuta ogun,3 bed, bath,
"500,000",per Year, port harcourt rivers,3 bed, bath,
"450,000",per Year, opobo nkoro rivers,2 bed, bath,
"600,000",per Year, ahoada west rivers,3 bed, bath,
"20,000",per Year, okirika rivers,0 bed, bath,
"1,000,000",per Year, oyigbo rivers,3 bed, bath,
"3,600,000",per Year, asari toru rivers,2 bed, bath,
"300,000",per Year, akamkpa cross river,3 bed, bath,
"200,000",per Year, jos south plateau,3 bed, bath,
"120,000",per Year, jos east plateau,2 bed, bath,
"80,000",per Year, bokkos plateau,1 bed, bath,
"120,000",per Year, awka north anambra,0 bed, bath,
"300,000",per Year, arepo ogun,3 bed, bath,
"400,000",per Year, aniocha south delta,3 bed, bath,
"65,000",per Year, langtang north plateau,0 bed, bath,
"60,000",per Year, ife east osun,0 bed, bath,
"80,000",per Year, doguwa kano,0 bed, bath,
"65,000",per Year, kanke plateau,0 bed, bath,
"300,000",per Year, ezinihitte imo,2 bed, bath,
"200,000",per Year, bunkure kano,3 bed, bath,
"300,000",per Year, boki cross river,2 bed, bath,
